node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
115,2,0,0.5155185897679263,1,0.6726757103833236,1.0,0.7743239834020741,1,1,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,0.5155185897679263,1,2,1.0
116,3,0,0.5004163283312971,1,0.42966989766815344,0.6986962354024414,0.761943628691769,0,0,0.0,0.0,0.0,10.5,0.403861247470524,0.0,0.0,0.0,10.5,0.5004163283312971,1,3,0.6986962354024414
117,3,0,-0.9308425931492573,-1,0.787987123934095,1.0,-0.9509926979749784,1,1,0.0,0.0,0.0,11.0,0.5504179383152993,0.0,0.0,0.0,11.0,-0.9308425931492573,-1,3,1.0
118,3,0,0.12416470709897073,1,0.7301179018542245,0.9969903561355542,0.24334764561153988,0,0,0.0,0.0,0.0,10.5,0.5353687938573717,0.0,0.0,0.0,10.5,0.12416470709897073,1,3,0.9969903561355542
119,5,0,-0.9343404679728385,-1,0.38079221459756923,0.7035226799331428,-0.9517849203566152,0,0,0.0,0.0,0.0,10.5,0.46646366354026225,0.0,0.0,0.0,10.5,-0.9343404679728385,-1,5,0.7035226799331428
120,2,0,-0.9032259366247862,-1,0.6621158681227132,0.9301404525628596,-0.9445867218937035,0,0,0.0,0.0,0.0,11.0,0.48814528826474296,0.0,0.0,0.0,11.0,-0.9032259366247862,-1,2,0.9301404525628596
121,2,0,-0.92698663657266,-1,0.40211392629996123,0.7322586781235908,-0.9503565844870082,1,1,0.0,0.0,0.0,8.5,0.3761573865910504,0.0,0.0,0.0,8.5,-0.92698663657266,-1,2,0.7322586781235908
122,1,0,0.5590514911097648,1,0.5638177041293211,0.8533887181735892,0.806908060625397,0,0,0.0,0.0,0.0,11.0,0.4430551978299277,0.0,0.0,0.0,11.0,0.5590514911097648,1,1,0.8533887181735892
123,2,0,0.14093149859242868,1,0.5950884610359752,0.8220226049134329,0.27462844877465903,0,0,0.0,0.0,0.0,8.5,0.456861504924004,0.0,0.0,0.0,8.5,0.14093149859242868,1,2,0.8220226049134329
124,3,0,-0.9192092377342042,-1,0.697757245451423,0.9786543472708539,-0.9483872772260756,0,0,0.0,0.0,0.0,11.0,0.5365779348668462,0.0,0.0,0.0,11.0,-0.9192092377342042,-1,3,0.9786543472708539
125,2,0,0.4081748263038287,1,0.21467050452920894,0.5223919327054902,0.6730781621250458,0,0,0.0,0.0,0.0,11.0,0.33755846211154306,0.0,0.0,0.0,11.0,0.4081748263038287,1,2,0.5223919327054902
