involvement_threshold,opinion_variance_mean,opinion_variance_std,opinion_variance_sem,opinion_variance_ci_low,opinion_variance_ci_high,opinion_variance_n,extremist_ratio_mean,extremist_ratio_std,extremist_ratio_sem,extremist_ratio_ci_low,extremist_ratio_ci_high,extremist_ratio_n,homophily_ratio_mean,homophily_ratio_std,homophily_ratio_sem,homophily_ratio_ci_low,homophily_ratio_ci_high,homophily_ratio_n,sign_modularity_mean,sign_modularity_std,sign_modularity_sem,sign_modularity_ci_low,sign_modularity_ci_high,sign_modularity_n,cross_cutting_ratio_mean,cross_cutting_ratio_std,cross_cutting_ratio_sem,cross_cutting_ratio_ci_low,cross_cutting_ratio_ci_high,cross_cutting_ratio_n,edge_count_mean,edge_count_std,edge_count_sem,edge_count_ci_low,edge_count_ci_high,edge_count_n,opinion_variance_drop_vs_baseline,extremist_ratio_drop_vs_baseline
0.1,0.8600473266875011,0.030210230517675928,0.021361858860257432,0.8181780833213965,0.9019165700536056,2,0.9612499999999999,0.022980970388562855,0.016250000000000042,0.9293999999999999,0.9931,2,0.5464036645086059,0.07336320639706939,0.05187562073295607,0.444727447872012,0.6480798811451998,2,-0.06328440210802701,0.012132802169043846,0.008579186688525756,-0.08009960801753749,-0.04646919619851653,2,0.4535963354913941,0.07336320639706935,0.05187562073295603,0.3519201188548003,0.555272552127988,2,1486.5,34.64823227814083,24.5,1438.48,1534.52,2,0.0,0.0
0.3,0.611644633476184,0.02141042262638209,0.015139455027184666,0.5819713016229021,0.6413179653294659,2,0.7262500000000001,0.015909902576697374,0.011250000000000038,0.7041999999999999,0.7483000000000002,2,0.5494747781148186,0.08533978875290964,0.06034434333220986,0.43119986518368725,0.66774969104595,2,-0.06567145497098421,0.026296386322707713,0.018594353089487804,-0.10211638702638032,-0.029226522915588117,2,0.45052522188518146,0.08533978875290968,0.060344343332209886,0.33225030895405006,0.5688001348163129,2,1510.0,53.74011537017761,38.0,1435.52,1584.48,2,0.24840269321131703,0.23499999999999988
0.5,0.4761605280787626,0.0013374569771272382,0.0009457248980719313,0.4743069072785416,0.4780141488789836,2,0.59875,0.04419417382415922,0.03125,0.5375,0.66,2,0.5478509937361804,0.07804835338875275,0.055188519941631126,0.43968149465058337,0.6560204928217774,2,-0.06085333502996366,0.023452446893312575,0.0165833842336787,-0.09335676812797392,-0.028349901931953407,2,0.4521490062638196,0.07804835338875271,0.0551885199416311,0.3439795071782227,0.5603185053494165,2,1538.0,151.32085117392117,106.99999999999999,1328.28,1747.72,2,0.3838867986087385,0.36249999999999993
0.7,0.41863977419001025,0.008194855723624576,0.005794638053020329,0.4072822836060904,0.4299972647739301,2,0.53,0.04242640687119289,0.030000000000000023,0.47119999999999995,0.5888000000000001,2,0.5478509937361804,0.07804835338875275,0.055188519941631126,0.43968149465058337,0.6560204928217774,2,-0.06085333502996366,0.023452446893312575,0.0165833842336787,-0.09335676812797392,-0.028349901931953407,2,0.4521490062638196,0.07804835338875271,0.0551885199416311,0.3439795071782227,0.5603185053494165,2,1538.0,151.32085117392117,106.99999999999999,1328.28,1747.72,2,0.4414075524974908,0.4312499999999999
0.9,0.4065224396573807,0.009494107065442138,0.006713347487285248,0.3933642785823016,0.41968060073245983,2,0.53,0.04242640687119289,0.030000000000000023,0.47119999999999995,0.5888000000000001,2,0.5478509937361804,0.07804835338875275,0.055188519941631126,0.43968149465058337,0.6560204928217774,2,-0.06085333502996366,0.023452446893312575,0.0165833842336787,-0.09335676812797392,-0.028349901931953407,2,0.4521490062638196,0.07804835338875271,0.0551885199416311,0.3439795071782227,0.5603185053494165,2,1538.0,151.32085117392117,106.99999999999999,1328.28,1747.72,2,0.45352488703012034,0.4312499999999999
