condition,final_mean_opinion,final_std_opinion,final_opinion_variance,final_extremist_ratio,final_homophily_ratio,final_cross_cutting_ratio,final_sign_modularity,final_edge_count
pathology_0.2,-0.2049717531549399,0.8367699472632715,0.6984334847813705,0.8225,0.6074887023886378,0.39251129761136216,-0.05138859135032593,1549
healing_0.8,-0.3574879860991657,0.636473214767425,0.40408540773359003,0.56,0.6030395136778115,0.3969604863221885,-0.04426995079628496,1645
