node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
236,1,0,0.5144365293725305,1,0.7773199931208212,1.0,0.7734559678236109,1,1,0.0,0.0,0.0,10.0,0.5186546052105948,0.0,0.0,0.0,10.0,0.5144365293725305,1,1,1.0
237,1,0,-0.7453300656884221,-1,0.470345878160529,0.738389019280529,-0.8895590113288788,0,0,0.0,0.0,0.0,10.5,0.3789760849294478,0.0,0.0,0.0,10.5,-0.7453300656884221,-1,1,0.738389019280529
238,2,0,0.15596423384063976,1,0.3085306581932542,0.5766724309932543,0.3021904785591535,0,0,0.0,0.0,0.0,9.5,0.3355131884093589,0.0,0.0,0.0,9.5,0.15596423384063976,1,2,0.5766724309932543
239,0,0,-0.887772247794685,-1,0.33014967368347303,0.5955065556034731,-0.9408772374977915,0,0,0.0,0.0,0.0,9.5,0.2825952308574806,0.0,0.0,0.0,9.5,-0.887772247794685,-1,0,0.5955065556034731
240,0,0,0.6823418157172364,1,0.2571125230021845,0.5141527636421845,0.8774749178413636,0,0,0.0,0.0,0.0,8.0,0.2848526908719909,0.0,0.0,0.0,8.0,0.6823418157172364,1,0,0.5141527636421845
241,2,0,0.28011749052809937,1,0.20034087755536667,0.5113691834753668,0.5081517583787929,0,0,0.0,0.0,0.0,10.5,0.3351226570719827,0.0,0.0,0.0,10.5,0.28011749052809937,1,2,0.5113691834753668
242,0,0,-0.6910407661490156,-1,0.4591673966002892,0.8651930119602893,-0.8607226172682519,1,1,0.0,0.0,0.0,10.5,0.4150574672467368,0.0,0.0,0.0,10.5,-0.6910407661490156,-1,0,0.8651930119602893
243,0,0,0.1959060912367701,1,0.661545548778933,0.9076982609743037,0.3729214427667627,0,0,0.0,0.0,0.0,10.5,0.39615049947933717,0.0,0.0,0.0,10.5,0.1959060912367701,1,0,0.9076982609743037
244,1,0,-0.8408385676942722,-1,0.6400798656799016,1.0,-0.9271078047799882,1,1,0.0,0.0,0.0,10.5,0.4681862991252429,0.0,0.0,0.0,10.5,-0.8408385676942722,-1,1,1.0
245,3,0,0.41651234162855255,1,0.21928945268171013,0.4424643749217102,0.6820967762110619,0,0,0.0,0.0,0.0,8.0,0.3112207747658665,0.0,0.0,0.0,8.0,0.41651234162855255,1,3,0.4424643749217102
246,0,0,-0.7042773432563024,-1,0.5419897421564198,0.9152525799164198,-0.868337699022471,1,1,0.0,0.0,0.0,10.5,0.3740840260997019,0.0,0.0,0.0,10.5,-0.7042773432563024,-1,0,0.9152525799164198
247,2,0,-0.6990961632147091,-1,0.29256987524808564,0.5588301094880858,-0.86540415230438,0,0,0.0,0.0,0.0,10.5,0.32727185903865197,0.0,0.0,0.0,10.5,-0.6990961632147091,-1,2,0.5588301094880858
248,2,0,-0.7346692046313018,-1,0.7646457708588186,0.9787874625152911,-0.8857892036721636,0,0,0.0,0.0,0.0,8.5,0.5186546052105948,0.0,0.0,0.0,8.5,-0.7346692046313018,-1,2,0.9787874625152911
249,3,0,-0.7293046525452775,-1,0.3004189997865076,0.5757490068265076,-0.8816879573093799,0,0,0.0,0.0,0.0,10.5,0.35578929229386513,0.0,0.0,0.0,10.5,-0.7293046525452775,-1,3,0.5757490068265076
250,2,0,0.22775514721374918,1,0.5759835306184891,0.8611378448584891,0.42641792278313784,0,0,0.0,0.0,0.0,9.5,0.49115538303338957,0.0,0.0,0.0,9.5,0.22775514721374918,1,2,0.8611378448584891
251,1,0,0.051703570047231376,1,0.3957430172984341,0.6774699523384341,0.10304013101250402,0,0,0.0,0.0,0.0,9.5,0.36202067208208094,0.0,0.0,0.0,9.5,0.051703570047231376,1,1,0.6774699523384341
252,1,0,0.25486345425270895,1,0.5849367955786113,0.8845782112586114,0.46973239197672917,1,1,0.0,0.0,0.0,5.0,0.44141024667588163,0.0,0.0,0.0,5.0,0.25486345425270895,1,1,0.8845782112586114
253,4,0,-0.6871897459261527,-1,0.44735515787844515,0.8153083508384452,-0.8589044443991182,1,1,0.0,0.0,0.0,10.0,0.3930956401177066,0.0,0.0,0.0,10.0,-0.6871897459261527,-1,4,0.8153083508384452
254,1,0,0.20805214036804984,1,0.655785831383837,1.0,0.39364343183277456,1,1,0.0,0.0,0.0,10.5,0.4533448606307103,0.0,0.0,0.0,10.5,0.20805214036804984,1,1,1.0
255,1,0,-0.7235171600269261,-1,0.33840747519671477,0.6133694156767149,-0.8802540159466294,0,0,0.0,0.0,0.0,8.5,0.37279353930953596,0.0,0.0,0.0,8.5,-0.7235171600269261,-1,1,0.6133694156767149
256,1,0,0.7617610247688367,1,0.7434751117485561,0.9860850670491337,0.909309480299501,0,0,0.0,0.0,0.0,9.0,0.4933220958903637,0.0,0.0,0.0,9.0,0.7617610247688367,1,1,0.9860850670491337
257,3,0,-0.8475574326996558,-1,0.5001257895880113,0.7485209307080114,-0.9293473940959553,0,0,0.0,0.0,0.0,10.0,0.41206825613946807,0.0,0.0,0.0,10.0,-0.8475574326996558,-1,3,0.7485209307080114
258,1,0,0.418093550577948,1,0.6536558886277117,1.0,0.6837842146130407,1,1,0.0,0.0,0.0,10.5,0.4933220958903637,0.0,0.0,0.0,10.5,0.418093550577948,1,1,1.0
