seed,involvement_threshold,final_mean_opinion,final_std_opinion,final_opinion_variance,final_extremist_ratio,final_homophily_ratio,final_cross_cutting_ratio,final_sign_modularity,final_edge_count
42,0.1,-0.07655876128408506,0.7764678495311256,0.6013950655521021,0.8675,0.6338400528750826,0.3661599471249174,-0.019756024118506806,1513
42,0.3,-0.19924109798289918,0.6649002120018802,0.4409870611903452,0.6375,0.5979314802844214,0.40206851971557855,-0.03613354351399222,1547
42,0.5,-0.24657781911065457,0.6020340894695348,0.36153893227120304,0.5475,0.616504854368932,0.383495145631068,-0.025966179165022023,1648
42,0.7,-0.26809434755948913,0.5650135674220405,0.31844223054255294,0.4775,0.616504854368932,0.383495145631068,-0.025966179165022023,1648
42,0.9,-0.2721496785476286,0.5567105562464638,0.3091518268276568,0.4775,0.616504854368932,0.383495145631068,-0.025966179165022023,1648
