node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
246,2,0,-0.9995822509815262,-1,0.5419897421564198,0.8344715338865718,-0.9639601148950901,0,0,0.0,0.0,0.0,11.0,0.4616759835611088,0.0,0.0,0.0,11.0,-0.9995822509815262,-1,2,0.8344715338865718
247,0,0,-0.9995544186608907,-1,0.29256987524808564,0.6592330923884367,-0.9639556156502698,1,1,0.0,0.0,0.0,11.0,0.270243059232797,0.0,0.0,0.0,11.0,-0.9995544186608907,-1,0,0.6592330923884367
248,1,0,-0.9995919933791815,-1,0.7646457708588186,1.0,-0.9639616896759737,1,1,0.0,0.0,0.0,11.0,0.4933220958903637,0.0,0.0,0.0,11.0,-0.9995919933791815,-1,1,1.0
249,2,0,-0.9995983082146676,-1,0.3004189997865076,0.5312000074653028,-0.9639635649661535,0,0,0.0,0.0,0.0,8.5,0.3349060656987276,0.0,0.0,0.0,8.5,-0.9995983082146676,-1,2,0.5312000074653028
250,1,0,0.9999034106050125,1,0.5759835306184891,0.8765370909634068,0.964011584911958,0,0,0.0,0.0,0.0,10.5,0.4607181626982212,0.0,0.0,0.0,10.5,0.9999034106050125,1,1,0.8765370909634068
251,1,0,0.051703570047231376,1,0.3957430172984341,0.7619412618683721,0.10304013101250402,1,1,0.0,0.0,0.0,10.0,0.3460418418363998,0.0,0.0,0.0,10.0,0.051703570047231376,1,1,0.7619412618683721
252,1,0,0.9998955287325175,1,0.5849367955786113,0.8304393331608854,0.9640107842078115,0,0,0.0,0.0,0.0,6.5,0.47026872732430974,0.0,0.0,0.0,6.5,0.9998955287325175,1,1,0.8304393331608854
253,4,0,-0.9995528634047327,-1,0.44735515787844515,0.7172635232323569,-0.9639557215483332,0,0,0.0,0.0,0.0,10.0,0.4260920551960725,0.0,0.0,0.0,10.0,-0.9995528634047327,-1,4,0.7172635232323569
254,2,0,0.9998927193575938,1,0.655785831383837,0.9334714988303022,0.964009926944827,0,0,0.0,0.0,0.0,9.5,0.5186546052105948,0.0,0.0,0.0,9.5,0.9998927193575938,1,2,0.9334714988303022
255,1,0,-0.9995477868107286,-1,0.33840747519671477,0.624141906351019,-0.9639547207105497,0,0,0.0,0.0,0.0,10.5,0.3425896996294513,0.0,0.0,0.0,10.5,-0.9995477868107286,-1,1,0.624141906351019
256,0,0,0.9999717595200035,1,0.7434751117485561,1.0,0.9640228901527937,0,0,0.0,0.0,0.0,11.0,0.45016600268752216,0.0,0.0,0.0,11.0,0.9999717595200035,1,0,1.0
257,1,0,-0.9998226972885462,-1,0.5001257895880113,0.8906940582425111,-0.9639991029140696,1,1,0.0,0.0,0.0,10.0,0.41606951958852556,0.0,0.0,0.0,10.0,-0.9998226972885462,-1,1,0.8906940582425111
258,2,0,0.9999346177439323,1,0.6536558886277117,0.932193533176627,0.9640167872975869,0,0,0.0,0.0,0.0,10.0,0.5186546052105948,0.0,0.0,0.0,10.0,0.9999346177439323,1,2,0.932193533176627
259,4,0,0.9999381027437764,1,0.7098381148407362,1.0,0.9640172999563916,1,1,0.0,0.0,0.0,11.0,0.5504179383152993,0.0,0.0,0.0,11.0,0.9999381027437764,1,4,1.0
260,1,0,-0.9996740306773526,-1,0.799297166572883,1.0,-0.9639750753438963,0,0,0.0,0.0,0.0,10.5,0.4933220958903637,0.0,0.0,0.0,10.5,-0.9996740306773526,-1,1,1.0
261,3,0,0.9999677747341675,1,0.33436739935637494,0.5624937807201398,0.9640223553986976,0,0,0.0,0.0,0.0,7.5,0.36239218504468523,0.0,0.0,0.0,7.5,0.9999677747341675,1,3,0.5624937807201398
262,4,0,0.9999227491987267,1,0.372135448138073,0.6377928698007294,0.9640147879339839,0,0,0.0,0.0,0.0,10.5,0.3888049540991712,0.0,0.0,0.0,10.5,0.9999227491987267,1,4,0.6377928698007294
263,4,0,0.9998940146840093,1,0.350259852039133,0.6862863096569263,0.9640101993946135,1,1,0.0,0.0,0.0,9.0,0.35644223042886103,0.0,0.0,0.0,9.0,0.9998940146840093,1,4,0.6862863096569263
264,4,0,0.009807765459056839,1,0.3577227992958696,0.6302888757075745,0.019613015488836916,0,0,0.0,0.0,0.0,10.0,0.3900285671089329,0.0,0.0,0.0,10.0,0.009807765459056839,1,4,0.6302888757075745
265,1,0,-0.9995451780263159,-1,0.5494668449236265,0.8347602169316378,-0.9639542999702854,0,0,0.0,0.0,0.0,10.5,0.4319615059503633,0.0,0.0,0.0,10.5,-0.9995451780263159,-1,1,0.8347602169316378
266,1,0,-0.9995728198157824,-1,0.796113513887506,1.0,-0.9639585903580143,0,0,0.0,0.0,0.0,11.0,0.4933220958903637,0.0,0.0,0.0,11.0,-0.9995728198157824,-1,1,1.0
267,5,0,0.14820386116482004,1,0.7941668522556529,1.0,0.28802175673301156,1,1,0.0,0.0,0.0,10.0,0.5512296115892497,0.0,0.0,0.0,10.0,0.14820386116482004,1,5,1.0
268,3,0,0.9999280660753439,1,0.5160639388173847,0.8575174219031774,0.9640158264072863,1,1,0.0,0.0,0.0,8.5,0.4808582675237231,0.0,0.0,0.0,8.5,0.9999280660753439,1,3,0.8575174219031774
269,1,0,0.011971399624099585,1,0.5834163261588043,0.872477681284641,0.023938225166216475,0,0,0.0,0.0,0.0,10.0,0.4512088292314807,0.0,0.0,0.0,10.0,0.011971399624099585,1,1,0.872477681284641
270,2,0,-0.9996959442595652,-1,0.7159823262209637,0.9895893957325782,-0.9639786073794028,0,0,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,-0.9996959442595652,-1,2,0.9895893957325782
271,2,0,0.9999072832733477,1,0.7597600750721032,1.0,0.9640124865148249,1,1,0.0,0.0,0.0,8.0,0.5186546052105948,0.0,0.0,0.0,8.0,0.9999072832733477,1,2,1.0
272,2,0,0.9999194406638969,1,0.32231637639772637,0.5989493386207051,0.9640142815324344,0,0,0.0,0.0,0.0,10.0,0.34970660185040436,0.0,0.0,0.0,10.0,0.9999194406638969,1,2,0.5989493386207051
273,2,0,0.9999021506977078,1,0.5171250373654718,0.9342039569173446,0.9640114267169794,1,1,0.0,0.0,0.0,10.0,0.4780973452098684,0.0,0.0,0.0,10.0,0.9999021506977078,1,2,0.9342039569173446
274,6,0,0.999924798372982,1,0.6997022327969075,1.0,0.9640151661200871,1,1,0.0,0.0,0.0,10.0,0.5711335578725031,0.0,0.0,0.0,10.0,0.999924798372982,1,6,1.0
275,0,0,-0.9995951701939144,-1,0.38192124598075505,0.6560179254849838,-0.963962361782187,0,0,0.0,0.0,0.0,10.5,0.31021663693944973,0.0,0.0,0.0,10.5,-0.9995951701939144,-1,0,0.6560179254849838
276,0,0,-0.9996775716162017,-1,0.4638854254882801,0.736106035955891,-0.9639756460961475,0,0,0.0,0.0,0.0,10.5,0.34073658188387035,0.0,0.0,0.0,10.5,-0.9996775716162017,-1,0,0.736106035955891
277,4,0,-0.9996591203546933,-1,0.7913726609072049,1.0,-0.9639731058497184,1,1,0.0,0.0,0.0,9.0,0.5504179383152993,0.0,0.0,0.0,9.0,-0.9996591203546933,-1,4,1.0
278,2,0,-0.9998017750758147,-1,0.7910280180325227,1.0,-0.9639956604265592,1,1,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,-0.9998017750758147,-1,2,1.0
279,1,0,0.14487035081295618,1,0.7436640864591091,1.0,0.28189613700427235,1,1,0.0,0.0,0.0,10.0,0.4933220958903637,0.0,0.0,0.0,10.0,0.14487035081295618,1,1,1.0
280,2,0,-0.9995516393553638,-1,0.6790690068968346,1.0,-0.9639551663302555,1,1,0.0,0.0,0.0,11.0,0.49815136107237684,0.0,0.0,0.0,11.0,-0.9995516393553638,-1,2,1.0
281,4,0,-0.9996236797754959,-1,0.36147830043368345,0.7267748152620053,-0.9639674376275431,1,1,0.0,0.0,0.0,9.0,0.3919956837348439,0.0,0.0,0.0,9.0,-0.9996236797754959,-1,4,0.7267748152620053
282,2,0,-1.0,-1,0.3925100444403125,0.6748454845497055,-0.9640275800758169,0,0,0.0,0.0,0.0,10.5,0.38501410387665086,0.0,0.0,0.0,10.5,-1.0,-1,2,0.6748454845497055
283,2,0,-0.9997448459019616,-1,0.5283697047229249,0.9514833587076921,-0.9639863882253857,1,1,0.0,0.0,0.0,11.0,0.4899338561969965,0.0,0.0,0.0,11.0,-0.9997448459019616,-1,2,0.9514833587076921
284,3,0,0.9999245537737053,1,0.5364664247372073,0.9153227869792052,0.9640151257358472,1,1,0.0,0.0,0.0,10.0,0.46184104086701616,0.0,0.0,0.0,10.0,0.9999245537737053,1,3,0.9153227869792052
285,0,0,-0.9996443737661467,-1,0.5033016916142403,0.788952916408541,-0.9639702946956872,0,0,0.0,0.0,0.0,10.5,0.3708373052111652,0.0,0.0,0.0,10.5,-0.9996443737661467,-1,0,0.788952916408541
