node,F_t,L,o_t,tau_t,tau_t1,s_t,Abar,A_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
524,7,0,-1.0,10.0,10.0,-1,0.218553210248548,0.4820611999550578,0,0,0.0,0.0,3.0,5.5,0.132278887927969,0.0,0.0,3.0,5.5,-1.0,-1,7,0.4820611999550578
525,8,0,-1.0,10.0,10.0,-1,0.7489876503669204,1.0,0,0,0.0,0.0,6.5,4.5,0.2688050229391696,0.0,0.0,6.5,4.5,-1.0,-1,8,1.0
526,7,0,-1.0,10.0,10.0,-1,0.39629399651482533,0.6076344735770729,0,0,0.0,0.0,2.5,1.0,0.1921999584712645,0.0,0.0,2.5,1.0,-1.0,-1,7,0.6076344735770729
527,4,0,-0.6222551388861476,10.0,10.0,-1,0.6228664407890578,0.8537198644734347,0,0,0.0,0.0,3.0,2.0,0.24092031521132712,0.0,0.0,3.0,2.0,-0.6222551388861476,-1,4,0.8537198644734347
528,0,0,0.3864789712924502,10.0,10.0,-1,0.616542321266879,0.9120854289187726,0,0,0.0,1.0,5.0,4.5,0.15183512235886937,0.0,1.0,5.0,4.5,0.3864789712924502,-1,0,0.9120854289187726
529,7,0,-0.7430180900036164,10.0,10.0,1,0.35232989682124877,0.6054566724187196,1,0,0.0,0.0,3.5,3.5,0.16841878656331288,0.0,0.0,3.5,3.5,-0.7430180900036164,1,7,0.6054566724187196
530,4,0,0.32045609361687305,9.925734230654292,9.925734230654292,1,0.23826650387643522,0.4949244471582272,0,0,1.0,1.0,1.5,3.5,0.12967898565075334,1.0,1.0,1.5,3.5,0.32045609361687305,1,4,0.4949244471582272
531,8,0,-1.0,10.0,10.0,-1,0.43100022720310616,0.7152175917274465,0,0,1.0,0.0,4.0,3.5,0.20166582070379832,1.0,0.0,4.0,3.5,-1.0,-1,8,0.7152175917274465
532,3,0,-0.9980669816808518,10.0,10.0,-1,0.39027860830232,0.6929506327304625,0,0,0.0,0.0,5.0,5.5,0.14818589230635762,0.0,0.0,5.0,5.5,-0.9980669816808518,-1,3,0.6929506327304625
533,3,0,-1.0,10.0,10.0,-1,0.6201538393233956,0.8901979010367168,0,0,0.0,0.0,4.0,4.5,0.2138368127725186,0.0,0.0,4.0,4.5,-1.0,-1,3,0.8901979010367168
534,3,0,-1.0,10.0,10.0,-1,0.6918694973959035,0.9351216984375421,0,0,0.0,0.0,2.5,4.5,0.23086623816251947,0.0,0.0,2.5,4.5,-1.0,-1,3,0.9351216984375421
535,7,0,-0.7154697956888258,10.0,10.0,1,0.3334672504350048,0.6503299664281881,0,0,0.0,1.0,3.5,6.0,0.15394143542647268,0.0,1.0,3.5,6.0,-0.7154697956888258,1,7,0.6503299664281881
536,2,0,-1.0,10.0,10.0,-1,0.5169386418658655,0.8221989686936834,0,0,0.0,0.0,1.5,7.5,0.18374379677502178,0.0,0.0,1.5,7.5,-1.0,-1,2,0.8221989686936834
537,6,0,-1.0,10.0,10.0,-1,0.224365008432897,0.525721756454021,0,0,0.0,0.0,5.0,4.5,0.13900723952106564,0.0,0.0,5.0,4.5,-1.0,-1,6,0.525721756454021
538,5,0,-1.0,10.0,10.0,-1,0.32855349376007714,0.6327292628682619,0,0,0.0,0.0,5.0,3.5,0.17194956134902348,0.0,0.0,5.0,3.5,-1.0,-1,5,0.6327292628682619
539,7,0,-1.0,10.0,10.0,-1,0.6570569631932499,0.99423417791595,0,0,0.0,2.0,6.0,3.5,0.2630570378634295,0.0,2.0,6.0,3.5,-1.0,-1,7,0.99423417791595
540,9,0,-0.8385686863877717,10.0,10.0,-1,0.6760389922934436,0.9056233953760661,0,0,0.0,0.0,2.5,3.5,0.27401356318254483,0.0,0.0,2.5,3.5,-0.8385686863877717,-1,9,0.9056233953760661
541,2,0,0.800989431629517,10.0,10.0,-1,0.665842678071082,0.9433078495797089,0,0,0.0,0.0,6.0,3.5,0.2061587771080798,0.0,0.0,6.0,3.5,0.800989431629517,-1,2,0.9433078495797089
542,3,0,0.25016116932696597,10.0,10.0,-1,0.2854327549929621,0.579352128430523,0,0,0.0,2.0,5.5,1.0,0.1315857324869616,0.0,2.0,5.5,1.0,0.25016116932696597,-1,3,0.579352128430523
543,5,0,-1.0,9.808117908917163,9.808117908917163,-1,0.5306208364810505,0.8783725018886304,0,0,0.0,3.0,3.5,2.5,0.24935408663733236,0.0,3.0,3.5,2.5,-1.0,-1,5,0.8783725018886304
544,3,0,0.11116007836077048,10.0,10.0,1,0.4536250486660298,0.7735978012951632,0,0,0.0,2.0,6.0,4.5,0.1496913447056403,0.0,2.0,6.0,4.5,0.11116007836077048,1,3,0.7735978012951632
545,1,0,-0.5464136736021682,10.0,10.0,-1,0.7948917780770544,1.0,1,1,0.0,1.0,4.0,6.5,0.20153739223931602,0.0,1.0,4.0,6.5,-0.5464136736021682,-1,1,1.0
546,2,0,-1.0,10.0,10.0,-1,0.5924419214350017,0.8992505866973702,0,0,0.0,0.0,5.0,4.5,0.20614639833365236,0.0,0.0,5.0,4.5,-1.0,-1,2,0.8992505866973702
547,7,0,-1.0,10.0,10.0,-1,0.7611212548374375,1.0,0,0,0.0,1.0,4.5,4.5,0.2630570378634295,0.0,1.0,4.5,4.5,-1.0,-1,7,1.0
548,2,0,0.046089234161834136,10.0,10.0,-1,0.28721018300506257,0.5199493002875002,0,0,0.0,1.0,2.5,3.5,0.11394707769793933,0.0,1.0,2.5,3.5,0.046089234161834136,-1,2,0.5199493002875002
549,7,0,-0.9507933423336613,10.0,10.0,-1,0.4705239638601375,0.8177360195098089,0,0,0.0,0.0,6.0,5.5,0.21069483238477588,0.0,0.0,6.0,5.5,-0.9507933423336613,-1,7,0.8177360195098089
550,7,0,-1.0,10.0,10.0,-1,0.6629645600635212,0.9177787360381128,0,0,1.0,0.0,5.0,1.5,0.2630570378634295,1.0,0.0,5.0,1.5,-1.0,-1,7,0.9177787360381128
551,5,0,-0.47025152797728487,10.0,10.0,-1,0.4207146368182416,0.7324870221315686,0,0,0.0,1.0,5.0,3.5,0.18819247180450288,0.0,1.0,5.0,3.5,-0.47025152797728487,-1,5,0.7324870221315686
552,4,0,-1.0,10.0,10.0,-1,0.579505097692188,0.9403890448120409,0,0,0.0,1.0,8.0,3.5,0.21916250236280976,0.0,1.0,8.0,3.5,-1.0,-1,4,0.9403890448120409
553,6,0,-1.0,10.0,10.0,-1,0.5070213034241964,0.8637789730744141,0,0,1.0,0.0,7.5,3.5,0.20825524349626787,1.0,0.0,7.5,3.5,-1.0,-1,6,0.8637789730744141
554,8,0,-0.7547868058413741,10.0,10.0,-1,0.7951576455307956,1.0,1,1,0.0,1.0,1.5,5.5,0.21834332030706596,0.0,1.0,1.5,5.5,-0.7547868058413741,-1,8,1.0
555,2,0,-1.0,10.0,10.0,-1,0.3043235240392949,0.5499180855471821,0,0,0.0,1.0,4.0,1.5,0.1332655305801567,0.0,1.0,4.0,1.5,-1.0,-1,2,0.5499180855471821
556,4,0,-1.0,10.0,10.0,-1,0.7612092171980767,1.0,1,1,0.0,0.0,3.0,3.5,0.27401356318254483,0.0,0.0,3.0,3.5,-1.0,-1,4,1.0
557,3,0,-0.9453248848740222,10.0,10.0,1,0.4409425722819781,0.7346467159760123,0,0,0.0,1.0,6.0,2.5,0.16685797379968878,0.0,1.0,6.0,2.5,-0.9453248848740222,1,3,0.7346467159760123
558,1,0,-0.08000501202360703,10.0,10.0,-1,0.4807957798263767,0.7708223494388428,0,0,0.0,0.0,6.0,3.5,0.1510792583816117,0.0,0.0,6.0,3.5,-0.08000501202360703,-1,1,0.7708223494388428
559,6,0,-0.3770331927595529,10.0,10.0,-1,0.5171611302139874,0.7644797838590599,0,0,0.0,0.0,5.0,2.0,0.2042893104249701,0.0,0.0,5.0,2.0,-0.3770331927595529,-1,6,0.7644797838590599
560,10,0,-0.580581314330914,10.0,10.0,-1,0.35921992966014793,0.6594362008310473,0,0,0.0,0.0,3.5,5.0,0.18649356716675358,0.0,0.0,3.5,5.0,-0.580581314330914,-1,10,0.6594362008310473
561,8,0,-0.668921880831932,10.0,10.0,-1,0.7781944655664759,1.0,0,0,0.0,0.0,4.0,4.5,0.2688050229391696,0.0,0.0,4.0,4.5,-0.668921880831932,-1,8,1.0
562,0,0,-0.31659842072428324,10.0,10.0,-1,0.7468923231408737,0.9681353938845242,0,0,0.0,1.0,1.5,4.5,0.1750862681640398,0.0,1.0,1.5,4.5,-0.31659842072428324,-1,0,0.9681353938845242
563,5,0,-1.0,10.0,10.0,-1,0.7837430601268176,1.0,1,1,0.0,0.0,3.5,3.5,0.2630570378634295,0.0,0.0,3.5,3.5,-1.0,-1,5,1.0
564,2,0,-1.0,10.0,10.0,-1,0.7981517433257139,1.0,0,0,1.0,0.0,2.5,5.5,0.21834332030706596,1.0,0.0,2.5,5.5,-1.0,-1,2,1.0
565,5,0,-1.0,10.0,10.0,-1,0.6018800571085833,0.9132664168230166,0,0,0.0,0.0,4.5,5.5,0.22663025339817183,0.0,0.0,4.5,5.5,-1.0,-1,5,0.9132664168230166
566,5,0,-1.0,10.0,10.0,-1,0.4710112974834469,0.871471694640251,0,0,0.0,0.0,8.0,4.5,0.2240588376731838,0.0,0.0,8.0,4.5,-1.0,-1,5,0.871471694640251
567,6,0,-1.0,10.0,10.0,-1,0.7104403408977829,1.0,0,0,0.0,0.0,4.5,5.5,0.25194854330270056,0.0,0.0,4.5,5.5,-1.0,-1,6,1.0
568,3,0,-1.0,10.0,10.0,1,0.21428292670180316,0.5669060912062541,0,0,1.0,1.0,8.0,3.5,0.10804066090974654,1.0,1.0,8.0,3.5,-1.0,1,3,0.5669060912062541
569,1,0,-1.0,10.0,10.0,1,0.7006424268281022,0.9403854560968613,0,0,0.0,0.0,4.5,2.5,0.20153739223931602,0.0,0.0,4.5,2.5,-1.0,1,1,0.9403854560968613
570,1,0,0.019343564309330052,10.0,10.0,1,0.49837161452660406,0.7302856558979787,0,0,0.0,0.0,2.5,2.5,0.1685370528228168,0.0,0.0,2.5,2.5,0.019343564309330052,1,1,0.7302856558979787
571,5,0,-1.0,10.0,10.0,-1,0.6039320162500508,1.0,1,1,0.0,1.0,4.0,8.5,0.2103476124094961,0.0,1.0,4.0,8.5,-1.0,-1,5,1.0
572,6,0,-0.9133385302797149,10.0,10.0,-1,0.4244276368055046,0.8184500321997383,0,0,0.0,0.0,5.0,6.5,0.22680302294731663,0.0,0.0,5.0,6.5,-0.9133385302797149,-1,6,0.8184500321997383
573,1,0,-0.25119149270214614,10.0,10.0,-1,0.42117389232008956,0.6667734073375787,0,0,0.0,0.0,3.0,4.5,0.13547391318595192,0.0,0.0,3.0,4.5,-0.25119149270214614,-1,1,0.6667734073375787
574,6,0,-1.0,10.0,10.0,-1,0.21903029168653265,0.5126831204296276,0,0,0.0,0.0,3.5,5.5,0.13379298519256932,0.0,0.0,3.5,5.5,-1.0,-1,6,0.5126831204296276
575,2,0,-0.7156561828974762,10.0,10.0,-1,0.454273658257408,0.7739275976357033,0,0,0.0,1.0,3.5,4.5,0.1766499118737967,0.0,1.0,3.5,4.5,-0.7156561828974762,-1,2,0.7739275976357033
576,5,0,-1.0,10.0,10.0,-1,0.44501251725159807,0.7394341059919659,0,0,0.0,0.0,6.0,2.5,0.1968435221361994,0.0,0.0,6.0,2.5,-1.0,-1,5,0.7394341059919659
577,7,0,-0.25576290576638316,10.0,10.0,-1,0.3348746611208428,0.5834619177069318,0,0,0.0,1.0,2.5,2.5,0.1738300263421271,0.0,1.0,2.5,2.5,-0.25576290576638316,-1,7,0.5834619177069318
578,2,0,-0.712373861077645,10.0,10.0,-1,0.3483939641238605,0.6767884365734116,0,0,0.0,1.0,6.0,4.0,0.13348819725387015,0.0,1.0,6.0,4.0,-0.712373861077645,-1,2,0.6767884365734116
579,8,0,-1.0,10.0,10.0,-1,0.5504837482655071,0.8984063485430259,0,0,0.0,1.0,3.0,6.0,0.25842488095121613,0.0,1.0,3.0,6.0,-1.0,-1,8,0.8984063485430259
580,1,0,-1.0,10.0,10.0,-1,0.3906628655237019,0.7521520550820144,0,0,0.0,1.0,5.0,5.5,0.14844890314274412,0.0,1.0,5.0,5.5,-1.0,-1,1,0.7521520550820144
581,2,0,0.4271697805291816,10.0,10.0,-1,0.6981511454103739,0.9188906872462244,0,0,0.0,0.0,4.0,2.5,0.21834332030706596,0.0,0.0,4.0,2.5,0.4271697805291816,-1,2,0.9188906872462244
582,6,0,-1.0,10.0,10.0,-1,0.2668310641142399,0.5521486167156638,0,0,0.0,0.0,3.5,4.0,0.15067745149567544,0.0,0.0,3.5,4.0,-1.0,-1,6,0.5521486167156638
583,8,0,-1.0,10.0,10.0,-1,0.5465869679450263,0.9079521807670158,1,0,0.0,0.0,5.5,4.5,0.2688050229391696,0.0,0.0,5.5,4.5,-1.0,-1,8,0.9079521807670158
584,2,0,-1.0,10.0,10.0,-1,0.29602683628346144,0.643048445235537,0,0,1.0,0.0,6.0,4.5,0.13228537322426212,1.0,0.0,6.0,4.5,-1.0,-1,2,0.643048445235537
585,10,0,-1.0,10.0,10.0,-1,0.5169443761523953,0.8983156878537366,0,0,1.0,1.0,6.0,3.5,0.2681840789123072,1.0,1.0,6.0,3.5,-1.0,-1,10,0.8983156878537366
586,9,0,-0.6482901676435312,10.0,10.0,-1,0.5315275321701913,0.8224831270229608,0,0,1.0,0.0,2.0,3.5,0.259550913873937,1.0,0.0,2.0,3.5,-0.6482901676435312,-1,9,0.8224831270229608
587,3,0,-1.0,10.0,10.0,-1,0.5853786119154376,0.8767143807528497,0,0,1.0,1.0,6.0,2.5,0.19019648904598982,1.0,1.0,6.0,2.5,-1.0,-1,3,0.8767143807528497
588,2,0,-1.0,10.0,10.0,-1,0.4564549683637363,0.784178498851134,0,0,1.0,0.0,6.5,2.5,0.16952856475201075,1.0,0.0,6.5,2.5,-1.0,-1,2,0.784178498851134
589,4,0,-0.05876288645324603,10.0,10.0,1,0.5056848110775527,0.8252493583032944,0,0,0.0,0.0,5.0,5.5,0.1963338532553137,0.0,0.0,5.0,5.5,-0.05876288645324603,1,4,0.8252493583032944
590,4,0,-0.3841324942894154,10.0,10.0,1,0.308571569648776,0.6783461647580824,1,1,0.0,1.0,4.5,1.5,0.13635118470071853,0.0,1.0,4.5,1.5,-0.3841324942894154,1,4,0.6783461647580824
591,0,0,-1.0,10.0,10.0,-1,0.4778092098417978,0.7242697290329491,0,0,0.0,0.0,4.5,1.5,0.13813453475105258,0.0,0.0,4.5,1.5,-1.0,-1,0,0.7242697290329491
592,2,0,-1.0,10.0,10.0,-1,0.4238182334565744,0.6963748343642099,0,0,0.0,0.0,3.5,4.5,0.15239105872449146,0.0,0.0,3.5,4.5,-1.0,-1,2,0.6963748343642099
593,5,0,-1.0,10.0,10.0,1,0.5996786627926459,0.9117300767458226,0,0,0.0,0.0,3.5,5.0,0.24261292525654166,0.0,0.0,3.5,5.0,-1.0,1,5,0.9117300767458226
594,3,0,-1.0,10.0,10.0,-1,0.4608930340978917,0.8268675458467993,0,0,1.0,1.0,5.0,6.5,0.16701477192317926,1.0,1.0,5.0,6.5,-1.0,-1,3,0.8268675458467993
595,1,0,-1.0,10.0,10.0,-1,0.6676049905881323,0.989074302829076,1,1,0.0,0.0,2.0,3.5,0.2531582124895313,0.0,0.0,2.0,3.5,-1.0,-1,1,0.989074302829076
596,4,0,-1.0,10.0,10.0,-1,0.45559525914421534,0.8245477836005238,0,0,0.0,0.0,5.5,7.5,0.1754790779354744,0.0,0.0,5.5,7.5,-1.0,-1,4,0.8245477836005238
597,3,0,-1.0,10.0,10.0,-1,0.34146270378437527,0.7260486499764334,0,0,0.0,1.0,7.0,5.5,0.14954720844747205,0.0,1.0,7.0,5.5,-1.0,-1,3,0.7260486499764334
598,8,0,-1.0,10.0,10.0,-1,0.3642132313751508,0.7036802252803488,0,0,0.0,0.0,4.0,5.5,0.20792007244084929,0.0,0.0,4.0,5.5,-1.0,-1,8,0.7036802252803488
599,0,0,-1.0,10.0,10.0,-1,0.22717113505498196,0.4834700547744142,0,0,0.0,1.0,3.5,3.5,0.0818293851035217,0.0,1.0,3.5,3.5,-1.0,-1,0,0.4834700547744142
600,6,0,-1.0,10.0,10.0,-1,0.5239512863605461,0.9384707530396668,1,1,0.0,0.0,6.5,4.5,0.1840432440511326,0.0,0.0,6.5,4.5,-1.0,-1,6,0.9384707530396668
601,12,0,-0.4784106355438609,10.0,10.0,1,0.6985285303401931,0.9391171182041159,0,0,0.0,0.0,7.0,0.0,0.28725310187007,0.0,0.0,7.0,0.0,-0.4784106355438609,1,12,0.9391171182041159
602,8,0,-1.0,10.0,10.0,-1,0.6614670240905421,0.9368802144543252,0,0,0.0,0.0,1.5,6.5,0.2688050229391696,0.0,0.0,1.5,6.5,-1.0,-1,8,0.9368802144543252
603,2,0,-1.0,10.0,10.0,-1,0.4626736798030829,0.8180092231862917,0,0,0.0,1.0,6.0,4.5,0.1760235206347706,0.0,1.0,6.0,4.5,-1.0,-1,2,0.8180092231862917
604,2,0,-1.0,10.0,10.0,-1,0.31767221308670734,0.5416423386653682,0,0,0.0,1.0,2.5,1.5,0.135208386204946,0.0,1.0,2.5,1.5,-1.0,-1,2,0.5416423386653682
605,12,0,-1.0,10.0,10.0,1,0.7180906659784718,1.0,1,1,0.0,1.0,3.0,3.5,0.28317364397726,0.0,1.0,3.0,3.5,-1.0,1,12,1.0
606,2,0,-0.005214252432442243,10.0,10.0,1,0.23406862042704107,0.49199495086569434,0,0,0.0,0.0,4.5,2.5,0.11574510879603316,0.0,0.0,4.5,2.5,-0.005214252432442243,1,2,0.49199495086569434
607,4,0,-1.0,10.0,10.0,-1,0.43953363512149646,0.7159597088732157,0,0,0.0,1.0,6.0,1.0,0.1761630501009572,0.0,1.0,6.0,1.0,-1.0,-1,4,0.7159597088732157
608,8,0,0.3394306977244275,10.0,10.0,1,0.7139690854303706,0.9483814512582224,0,0,0.0,0.0,3.0,4.5,0.2688050229391696,0.0,0.0,3.0,4.5,0.3394306977244275,1,8,0.9483814512582224
609,4,0,-0.9993369003675855,10.0,10.0,-1,0.4359060124425179,0.7007814520310922,1,0,0.0,1.0,1.5,2.5,0.20898239315575917,0.0,1.0,1.5,2.5,-0.9993369003675855,-1,4,0.7007814520310922
610,6,0,-1.0,10.0,10.0,-1,0.270725282454176,0.5682799802369594,0,0,0.0,1.0,3.5,4.5,0.14713875497081244,0.0,1.0,3.5,4.5,-1.0,-1,6,0.5682799802369594
611,4,0,-1.0,10.0,10.0,-1,0.3595697002074777,0.6616287542825782,0,0,0.0,1.0,4.0,3.5,0.1720526090601178,0.0,1.0,4.0,3.5,-1.0,-1,4,0.6616287542825782
612,6,0,-1.0,10.0,10.0,-1,0.5600176650457691,0.9160105990274615,0,0,0.0,1.0,5.0,4.5,0.256636883147566,0.0,1.0,5.0,4.5,-1.0,-1,6,0.9160105990274615
613,6,0,-0.9984506130654408,10.0,10.0,-1,0.29122154461674254,0.6628727352982512,0,0,0.0,2.0,3.5,7.5,0.1484394692182351,0.0,2.0,3.5,7.5,-0.9984506130654408,-1,6,0.6628727352982512
614,8,0,-0.7826505988833292,10.0,10.0,-1,0.5929611961054135,0.8729603788856216,0,0,0.0,0.0,4.0,3.5,0.26632136635464665,0.0,0.0,4.0,3.5,-0.7826505988833292,-1,8,0.8729603788856216
615,5,0,-1.0,10.0,10.0,-1,0.4628971587195475,0.7936627345395572,0,0,0.0,0.0,6.0,4.5,0.1993438819374696,0.0,0.0,6.0,4.5,-1.0,-1,5,0.7936627345395572
616,4,0,-1.0,10.0,10.0,-1,0.40063370049231317,0.7437310587500177,1,1,0.0,0.0,4.0,3.5,0.12992360075532475,0.0,0.0,4.0,3.5,-1.0,-1,4,0.7437310587500177
617,7,0,-0.9699165835135188,10.0,10.0,-1,0.34455528831389837,0.5556446206284313,0,0,0.0,0.0,0.0,3.5,0.17798811134075931,0.0,0.0,0.0,3.5,-0.9699165835135188,-1,7,0.5556446206284313
618,7,0,-1.0,10.0,10.0,-1,0.6939979915140257,1.0,0,0,0.0,0.0,7.5,5.5,0.2630570378634295,0.0,0.0,7.5,5.5,-1.0,-1,7,1.0
619,7,0,-0.7983288065008648,10.0,10.0,1,0.438004368478041,0.7359699253800388,0,0,1.0,1.0,5.0,2.5,0.19452260754813103,1.0,1.0,5.0,2.5,-0.7983288065008648,1,7,0.7359699253800388
620,7,0,-1.0,10.0,10.0,1,0.6430875593637366,0.925024517844025,0,0,0.0,0.0,3.5,4.5,0.26233534532261327,0.0,0.0,3.5,4.5,-1.0,1,7,0.925024517844025
621,7,0,-1.0,10.0,10.0,-1,0.4642131155824307,0.7615348695592017,0,0,0.0,1.0,6.0,1.0,0.21642747608855223,0.0,1.0,6.0,1.0,-1.0,-1,7,0.7615348695592017
622,4,0,-0.23035501577743248,10.0,10.0,-1,0.25512031213206765,0.5873164719553289,0,0,1.0,1.0,2.5,5.5,0.14142053847111652,1.0,1.0,2.5,5.5,-0.23035501577743248,-1,4,0.5873164719553289
623,6,0,-0.44607095775250005,10.0,10.0,-1,0.4643035851003563,0.7964836546705525,0,0,0.0,0.0,6.0,5.5,0.19263701490909274,0.0,0.0,6.0,5.5,-0.44607095775250005,-1,6,0.7964836546705525
624,5,0,-1.0,10.0,10.0,-1,0.5046126678414584,0.8452969274753901,0,0,0.0,1.0,2.5,5.5,0.23493028277306988,0.0,1.0,2.5,5.5,-1.0,-1,5,0.8452969274753901
625,2,0,-1.0,10.0,10.0,-1,0.4747053160960262,0.7216542076974976,0,0,0.0,1.0,1.0,3.5,0.1737029974378897,0.0,1.0,1.0,3.5,-1.0,-1,2,0.7216542076974976
626,3,0,-1.0,10.0,10.0,-1,0.6897450270489636,0.9138470162293781,0,0,0.0,1.0,4.0,1.5,0.23086623816251947,0.0,1.0,4.0,1.5,-1.0,-1,3,0.9138470162293781
627,12,0,-1.0,10.0,10.0,-1,0.7465108094258177,1.0,0,0,0.0,0.0,6.5,3.5,0.28725310187007,0.0,0.0,6.5,3.5,-1.0,-1,12,1.0
628,7,0,-0.4852254751817269,10.0,10.0,-1,0.6720672051266204,0.8432403230759723,0,0,0.0,0.0,0.0,2.5,0.2630570378634295,0.0,0.0,0.0,2.5,-0.4852254751817269,-1,7,0.8432403230759723
629,3,0,-1.0,10.0,10.0,-1,0.549669141326576,0.836328529319392,0,0,0.0,1.0,5.0,3.5,0.19091823877257505,0.0,1.0,5.0,3.5,-1.0,-1,3,0.836328529319392
630,2,0,-0.2978721396380343,10.0,10.0,1,0.5248699763329345,0.8429382057403659,0,0,0.0,1.0,2.5,6.5,0.18104642041469274,0.0,1.0,2.5,6.5,-0.2978721396380343,1,2,0.8429382057403659
631,12,0,-1.0,10.0,10.0,-1,0.5867696180741955,1.0,1,1,0.0,1.0,4.0,5.5,0.27431942446994645,0.0,1.0,4.0,5.5,-1.0,-1,12,1.0
632,4,0,-1.0,10.0,10.0,-1,0.37269817786362475,0.6261904060691834,0,0,0.0,1.0,4.0,3.5,0.14603189671474512,0.0,1.0,4.0,3.5,-1.0,-1,4,0.6261904060691834
633,5,0,-1.0,10.0,10.0,-1,0.6871081076892112,1.0,1,0,0.0,0.0,6.5,4.5,0.24935408663733236,0.0,0.0,6.5,4.5,-1.0,-1,5,1.0
634,5,0,-0.7594974068093735,10.0,10.0,-1,0.7141089065621966,0.9284653439373179,0,0,0.0,0.0,2.5,3.5,0.24935408663733236,0.0,0.0,2.5,3.5,-0.7594974068093735,-1,5,0.9284653439373179
635,4,0,-1.0,10.0,10.0,-1,0.3603302979090983,0.6914928437333656,0,0,0.0,0.0,5.5,4.5,0.16536842596218554,0.0,0.0,5.5,4.5,-1.0,-1,4,0.6914928437333656
636,1,0,-0.6269844820064329,10.0,10.0,-1,0.7416909248840466,1.0,0,0,0.0,1.0,5.0,5.5,0.20153739223931602,0.0,1.0,5.0,5.5,-0.6269844820064329,-1,1,1.0
637,10,0,-1.0,10.0,10.0,-1,0.7092396343950005,1.0,0,0,0.0,1.0,6.0,4.5,0.27869263253124293,0.0,1.0,6.0,4.5,-1.0,-1,10,1.0
638,9,0,-1.0,10.0,10.0,-1,0.45469206048950617,0.6922364103853219,0,0,0.0,0.0,2.5,4.5,0.19357303641145923,0.0,0.0,2.5,4.5,-1.0,-1,9,0.6922364103853219
639,6,0,-1.0,10.0,10.0,-1,0.7454001212556474,1.0,1,1,0.0,2.0,6.0,4.5,0.23086623816251947,0.0,2.0,6.0,4.5,-1.0,-1,6,1.0
640,1,0,0.4528968766914326,10.0,10.0,-1,0.2722633962869049,0.5970105244643309,1,0,0.0,1.0,3.5,6.5,0.10666419518072613,0.0,1.0,3.5,6.5,0.4528968766914326,-1,1,0.5970105244643309
641,1,0,0.2782751237888651,10.0,10.0,1,0.21679193552534023,0.5779458236717714,0,0,0.0,2.0,6.0,5.5,0.09610297034539675,0.0,2.0,6.0,5.5,0.2782751237888651,1,1,0.5779458236717714
642,7,0,-0.9515427947292595,10.0,10.0,-1,0.40872009535643267,0.7943760346804623,0,0,0.0,2.0,7.0,4.5,0.19170153567987772,0.0,2.0,7.0,4.5,-0.9515427947292595,-1,7,0.7943760346804623
643,4,0,-1.0,10.0,10.0,-1,0.5392614192964071,0.8529645885829223,0,0,0.0,1.0,4.0,5.5,0.20176398230838627,0.0,1.0,4.0,5.5,-1.0,-1,4,0.8529645885829223
644,4,0,-0.8157033512032579,10.0,10.0,-1,0.41086556871971974,0.7093215732102159,0,0,0.0,2.0,4.0,2.5,0.1831678804373398,0.0,2.0,4.0,2.5,-0.8157033512032579,-1,4,0.7093215732102159
645,5,0,-1.0,10.0,10.0,1,0.7652406402028158,1.0,1,0,0.0,0.0,3.5,5.5,0.24935408663733236,0.0,0.0,3.5,5.5,-1.0,1,5,1.0
646,7,0,-0.7217334172355129,10.0,10.0,-1,0.3528261374330871,0.6982435251920568,0,0,0.0,0.0,6.0,5.5,0.17643726954369196,0.0,0.0,6.0,5.5,-0.7217334172355129,-1,7,0.6982435251920568
647,3,0,-0.34444224020874226,10.0,10.0,-1,0.3687280361556074,0.638245435720344,0,0,0.0,0.0,4.0,4.5,0.14718056874792357,0.0,0.0,4.0,4.5,-0.34444224020874226,-1,3,0.638245435720344
648,4,0,-0.9327793291392935,10.0,10.0,-1,0.5808965675269131,0.9085379405161479,0,0,0.0,0.0,4.5,4.5,0.24092031521132712,0.0,0.0,4.5,4.5,-0.9327793291392935,-1,4,0.9085379405161479
649,8,0,-1.0,10.0,10.0,-1,0.20231832940502492,0.5690043253409458,0,0,1.0,1.0,6.0,4.5,0.14474403633127025,1.0,1.0,6.0,4.5,-1.0,-1,8,0.5690043253409458
650,3,0,-1.0,10.0,10.0,-1,0.6365342314127596,0.9419205388476558,0,0,0.0,0.0,6.0,3.5,0.23086623816251947,0.0,0.0,6.0,3.5,-1.0,-1,3,0.9419205388476558
651,3,0,-1.0,10.0,10.0,-1,0.42648168985589435,0.7363756590312184,0,0,0.0,1.0,5.5,3.5,0.1609419021869747,0.0,1.0,5.5,3.5,-1.0,-1,3,0.7363756590312184
652,5,0,-1.0,10.0,10.0,-1,0.7866487205859778,1.0,1,1,0.0,0.0,6.5,4.5,0.23086623816251947,0.0,0.0,6.5,4.5,-1.0,-1,5,1.0
653,11,0,-1.0,10.0,10.0,-1,0.6148505558178492,0.8363001279412193,1,0,0.0,0.0,2.5,3.5,0.25435489077082835,0.0,0.0,2.5,3.5,-1.0,-1,11,0.8363001279412193
654,2,0,-0.9782135432764489,10.0,10.0,-1,0.23132897304940586,0.5000418076709722,0,0,0.0,1.0,5.0,2.5,0.11108094394281304,0.0,1.0,5.0,2.5,-0.9782135432764489,-1,2,0.5000418076709722
